timestamp,order_id,stage,event,exception_type,severity,amount_at_risk,details
2026-08-25T19:39:48.934742,e28f56dc0353b7bf8f78f05ac639ba21,RECOMMENDATION,ACTION_RECOMMENDED,SETTLEMENT_ANOMALY,LOW,20.83,"Reconcile the settlement against payment, refunds, fees and other settlement adjustments."
2026-08-25T19:39:48.934742,a92a63c8deffa6b4843c8e30e10abbfc,DETECTION,EXCEPTION_DETECTED,REFUND_ORDER_MISMATCH,LOW,186.62,Detected REFUND_ORDER_MISMATCH
2026-08-25T19:39:48.934742,a92a63c8deffa6b4843c8e30e10abbfc,EVIDENCE,EVIDENCE_COLLECTED,REFUND_ORDER_MISMATCH,LOW,186.62,Refund/order state mismatch; amount affected=₹186.62
2026-08-25T19:39:48.934742,a92a63c8deffa6b4843c8e30e10abbfc,RECOMMENDATION,ACTION_RECOMMENDED,REFUND_ORDER_MISMATCH,LOW,186.62,Verify refund status and reconcile the merchant order with the refund record.
2026-08-25T19:39:48.934742,78d197a2bfdde2a4c64cf3e58ab2b7a3,DETECTION,EXCEPTION_DETECTED,PAYMENT_ORDER_MISMATCH,LOW,125.8,Detected PAYMENT_ORDER_MISMATCH
2026-08-25T19:39:48.934742,78d197a2bfdde2a4c64cf3e58ab2b7a3,EVIDENCE,EVIDENCE_COLLECTED,PAYMENT_ORDER_MISMATCH,LOW,125.8,Payment/order state mismatch; amount affected=₹125.80
2026-08-25T19:39:48.934742,78d197a2bfdde2a4c64cf3e58ab2b7a3,RECOMMENDATION,ACTION_RECOMMENDED,PAYMENT_ORDER_MISMATCH,LOW,125.8,Reconcile the merchant order state with the captured payment before requesting another payment.
2026-08-25T19:39:48.934742,db84f5852687abdb7f384d5ea4b638c9,DETECTION,EXCEPTION_DETECTED,PAYMENT_ORDER_MISMATCH,LOW,179.56,Detected PAYMENT_ORDER_MISMATCH
2026-08-25T19:39:48.934742,db84f5852687abdb7f384d5ea4b638c9,EVIDENCE,EVIDENCE_COLLECTED,PAYMENT_ORDER_MISMATCH,LOW,179.56,Payment/order state mismatch; amount affected=₹179.56
2026-08-25T19:39:48.934742,db84f5852687abdb7f384d5ea4b638c9,RECOMMENDATION,ACTION_RECOMMENDED,PAYMENT_ORDER_MISMATCH,LOW,179.56,Reconcile the merchant order state with the captured payment before requesting another payment.
2026-08-25T19:39:48.934742,c88935c0144ef18368420018e18f177a,DETECTION,EXCEPTION_DETECTED,REFUND_ORDER_MISMATCH,LOW,48.11,Detected REFUND_ORDER_MISMATCH
2026-08-25T19:39:48.934742,c88935c0144ef18368420018e18f177a,EVIDENCE,EVIDENCE_COLLECTED,REFUND_ORDER_MISMATCH,LOW,48.11,Refund/order state mismatch; amount affected=₹48.11
2026-08-25T19:39:48.934742,c88935c0144ef18368420018e18f177a,RECOMMENDATION,ACTION_RECOMMENDED,REFUND_ORDER_MISMATCH,LOW,48.11,Verify refund status and reconcile the merchant order with the refund record.
2026-08-25T19:39:48.934742,770d331c84e5b214bd9dc70a10b829d0,DETECTION,EXCEPTION_DETECTED,SETTLEMENT_ANOMALY,LOW,79.18,Detected SETTLEMENT_ANOMALY
2026-08-25T19:39:48.934742,770d331c84e5b214bd9dc70a10b829d0,EVIDENCE,EVIDENCE_COLLECTED,SETTLEMENT_ANOMALY,LOW,79.18,Settlement anomaly detected; amount affected=₹79.18
2026-08-25T19:39:48.934742,770d331c84e5b214bd9dc70a10b829d0,RECOMMENDATION,ACTION_RECOMMENDED,SETTLEMENT_ANOMALY,LOW,79.18,"Reconcile the settlement against payment, refunds, fees and other settlement adjustments."
2026-08-25T19:39:48.934742,a7b3d17383515918f57cc831f29bc8dd,DETECTION,EXCEPTION_DETECTED,SETTLEMENT_ANOMALY,LOW,13.45,Detected SETTLEMENT_ANOMALY
2026-08-25T19:39:48.934742,a7b3d17383515918f57cc831f29bc8dd,EVIDENCE,EVIDENCE_COLLECTED,SETTLEMENT_ANOMALY,LOW,13.45,Settlement anomaly detected; amount affected=₹13.45
2026-08-25T19:39:48.934742,a7b3d17383515918f57cc831f29bc8dd,RECOMMENDATION,ACTION_RECOMMENDED,SETTLEMENT_ANOMALY,LOW,13.45,"Reconcile the settlement against payment, refunds, fees and other settlement adjustments."
2026-08-25T19:39:48.934742,5f5d82c66499b9a72f7e8071477aee00,DETECTION,EXCEPTION_DETECTED,PAYMENT_ORDER_MISMATCH,LOW,21.77,Detected PAYMENT_ORDER_MISMATCH
2026-08-25T19:39:48.934742,5f5d82c66499b9a72f7e8071477aee00,EVIDENCE,EVIDENCE_COLLECTED,PAYMENT_ORDER_MISMATCH,LOW,21.77,Payment/order state mismatch; amount affected=₹21.77
2026-08-25T19:39:48.934742,5f5d82c66499b9a72f7e8071477aee00,RECOMMENDATION,ACTION_RECOMMENDED,PAYMENT_ORDER_MISMATCH,LOW,21.77,Reconcile the merchant order state with the captured payment before requesting another payment.
